,Text,score,analysis
1317,never chinese 5 spice boy really nice surprise like spices cinnamon cloves fennel anise ginger putting together one 5 spice genius delicious really says jar use meats poultry chinese flavor although havent tried yet since dont use form sugar sugar substitute ive used sweetener plain yogurt oatmeal type thing use place plain cinnamon many times instance top apple sauce crushed pineapplebr br thing id recommend putting plastic shaker top onto jar sprinkle 5 spice really dont want either get measuring spoon use else sprinkle palm onto food get jar sprinkle top dont think thatbr br packaging detail great product highly recommended,0.2954285714285715,Neutral
1318,coffee works great lattes heres make itbr pour 13 cup cold milk organic 2 works best ceramic mugbr add sugar requiredbr microwave high 45 secs till milk starts boilbr frothup milk using battery operated stirrer bought one real cheap ikeabr prepare kcup medium settingbr pour frothed milk enjoybr br recipe makes 2 cups coffee one kcup br br adjust amount milk depending strong like lattebr beats sbucks day,0.3988888888888889,Neutral
1319,prefer veggie bouillon tried flavorful like food salty side tho fyi 12 cube 35 daily sodium contain msg makes satisfactory gravy price reasonable even add shipping comparable stores leads reason purchased herei longer find local store carries brand live decent sized city,0.10060606060606062,Neutral
1320,negative statement made would product makes one cup time enjoy coffee found brand lives description besides flavor brand goes proverbial extra mile earth friendly packet describes treatment workers plants well states part proceeds go organization started brand kicks causes assists development youth soccer programs stated package proper place child playground workplace statement consumers need mindful,0.095,Neutral
1321,know old saying care best way describe tasted like jarred sauce save money buy something local grocer,0.3666666666666667,Neutral
1322,tried originally free sample impressed pack huge flavor made real fruit juice candies sure make adult kids happy,0.48571428571428577,Neutral
1323,love light blend maxwell house doesnt bitter taste store brand also save containers theyre great many uses thanks,0.38333333333333336,Neutral
1324,outstanding favor chocolate extreme smooth creamy love chocolate coffee must favorite instant coffee,0.29583333333333334,Neutral
1325,came across bag jackfruit try really tasty quite juicy fruit ive read described like pleasant blend every fruit like chewy tough,0.1814814814814815,Neutral
1326,ive many harissas often made isnt worst ive stuff yellow tube doesnt robust flavor true harissa addition bell pepper vinegar make less versatile pure youre looking real deal,0.013945578231292518,Neutral
1327,tablets work nearly effective expected set entire spread foods cheeses fruits vegetables liquids etc try friends allowed tablets dissolve worked couple things short period time maybe 510 min,0.125,Neutral
1328,bought white powdered cheese 3 bags land olakes orange cheese barry farmbr br kids loved bothbr br cheaper used free shipping amazon went cheaper per ounce total costbr br used one packet kids refuse eat morebr br buy white orange,0.22000000000000003,Neutral
1329,great taste kays naturals better balance protein parmesan chips different though subscribe save entire old pkge equalled 15servings 165cals 52gfat 165 net carbs 15gprotein 45gfiberbr changed current new packagingbr nowbr 1serving 1whole bagbr entire bag hasbr 120calsbr 11netcarbsbr 12gproteinbr 25gfatbr 4gfiberbr br thats probably good news didnt want divvy sorry time check valid word per dictionary bag 15servings try compute nutritional facts whole bagbr ahhh little less protein thats one main factors purchasing still complaints overall great move,0.1499331550802139,Neutral
1330,good tasting product good price buy,0.7,Positive
1331,gone treat dinner treat dogs work run chance losing hand know new command gentle taking liver treats,0.16818181818181818,Neutral
1332,good snack late nights want something tangy dont want risk gaining five pounds satisfy craving suggestion ration consumption theres lots sodium treat lasted truly long time prevented lot naughty late night snacking,-0.020000000000000007,Neutral
1333,cherry soda tastes strongly cherries doesnt sound surprising taste product compare nominally black cherry flavored products may familiar genuine article unlike dr pepper beef jerky unlike kobe beefbr br think drinking fresh cherry juice would appeal think youd probably like tastes bright natural real turns large volumes pure cherry juice isnt personal liking suspect would true many adults ive therefore given three stars execution flawless concept may appeal everyone,0.357514880952381,Neutral
1334,truffles expected creamy tasty plus price right wish first,0.14523809523809525,Neutral
1335,product came discribedand excellent shape fast delivery exceptional price,0.6222222222222222,Positive
1336,youre looking tasty silky dark chocolate one treat nutritionists recommend ounce 70 dark cocoa per day rich silky taste texture bitter sweet im happy 3 squares 60 calories picked mine locally health food store town single bar 400 give price comparison son able find walmart dont like driving far would order bulk keep house tasty,0.16535714285714287,Neutral
1337,product receivede time meets expectations tried coffee morning enjoyed much,0.35,Neutral
1338,healthy treatand enjoy seeing dogs excited grab bagbr absolutely love,0.44375,Neutral
